table_name,column_name,variable_type,column_description,required_flag
hive.user_paytm_payments.upi_flow_wise_base,ft_date,,"A date column that represents the functional or transaction date used for tracking customer lifecycle events and activities in UPI payment flows, primarily used for filtering data in month-to-date and historical period comparisons for MAU analysis.",yes
hive.user_paytm_payments.upi_flow_wise_base,id,,"Unique identifier for users in the UPI payment flow system, used as a primary key to count distinct users and calculate metrics like Monthly Active Users (MAU) for lifecycle and account distribution analysis.",yes
hive.user_paytm_payments.upi_flow_wise_base,lifecycle,,"Represents the user lifecycle stage or engagement category, used to classify users into different activity levels (including 'Dormant' users) for analyzing monthly active user distributions and engagement patterns across account types.",no
hive.user_paytm_payments.upi_flow_wise_base,payer_cust_id,varchar,"Unique identifier for the customer making UPI payments, used as the primary key for counting Monthly Active Users (MAU) and analyzing user behavior across different payment use cases and lifecycle stages.",yes
hive.user_paytm_payments.upi_flow_wise_base,users,,"A numeric column representing the count of users in UPI payment flow analysis, used for calculating Monthly Active Users (MAU) and user distribution metrics across different account types and lifecycle stages.",no
hive.user_paytm_payments.upi_flow_wise_base_cm,MTD_flag,,"A categorical flag that identifies whether a record belongs to the current Month-To-Date (MTD) period or the Last Month-To-Date (LMTD) period, used for comparing monthly active user metrics between current and previous month periods.",no
hive.user_paytm_payments.upi_flow_wise_base_cm,customer_id,,"Unique identifier for customers in the UPI payment flow system, used to link customer records across lifecycle and transaction tables for Monthly Active User (MAU) analysis and customer segmentation by use cases.",yes
hive.user_paytm_payments.upi_flow_wise_base_cm,day_id,date,"Date field representing the transaction or activity day for UPI payment flows, used to filter and segment Monthly Active User (MAU) metrics by time periods such as Month-to-Date (MTD) and Last Month-to-Date (LMTD).",yes
hive.user_paytm_payments.upi_flow_wise_base_cm,final_category,varchar(6),"A categorical field that represents the final lifecycle stage or classification of users, used to segment users for Monthly Active User (MAU) distribution analysis and likely contains values like dormant, active, or other user lifecycle categories.",no
hive.user_paytm_payments.upi_flow_wise_base_cm,ft_date,,"Date field representing the financial or transaction date used for temporal filtering and analysis in UPI payment flow data, typically used to track daily snapshots of user activity and account status for MAU calculations.",yes
hive.user_paytm_payments.upi_flow_wise_base_cm,id,,"A unique identifier for users in the UPI payment flow system, used to track individual user activity and calculate user metrics like Monthly Active Users (MAU) across different lifecycle stages and account types.",yes
hive.user_paytm_payments.upi_flow_wise_base_cm,lifecycle,,"Represents the lifecycle stage or status of users in the UPI payment system, categorizing users into different engagement phases (with dormant users as default when null) to analyze Monthly Active User distribution and engagement patterns.",no
hive.user_paytm_payments.upi_flow_wise_base_cm,payer_cust_id,varchar,"A unique customer identifier for the payer in UPI transactions, used to track and aggregate payment activities at the customer level for analytics such as Monthly Active Users (MAU) and lifecycle analysis.",yes
hive.user_paytm_payments.upi_flow_wise_base_cm,use_case,,"Categorizes different types of UPI payment use cases or transaction flows, used to segment and analyze Monthly Active Users (MAU) distribution across various payment scenarios in the dashboard.",no
hive.user_paytm_payments.upi_flow_wise_base_cm,users,,"A numeric field containing user counts that represents Monthly Active Users (MAU) metrics, aggregated and filtered to compare current month-to-date versus last month-to-date performance across different UPI use cases and customer lifecycle segments.",no
hive.user_paytm_payments.upi_flow_wise_base_partitioned,MTD_flag,,"A flag column that categorizes records as either 'MTD' (Month-to-Date for current month) or 'LMTD' (Last Month-to-Date for previous month), enabling month-over-month comparisons of user activity metrics in UPI payment flow analysis.",no
hive.user_paytm_payments.upi_flow_wise_base_partitioned,customer_id,,"Unique identifier for customers making UPI payments, used to track and measure Monthly Active Users (MAU) across different payment use cases and time periods in the payment flow analytics.",yes
hive.user_paytm_payments.upi_flow_wise_base_partitioned,day_id,date,"A date column that represents the transaction or activity date, used for temporal filtering and partitioning in UPI payment flow analysis to enable month-over-month comparisons and Monthly Active User (MAU) calculations by use case.",yes
hive.user_paytm_payments.upi_flow_wise_base_partitioned,final_category,varchar(6),"Represents the categorized use case or transaction type for UPI payments, used to segment and analyze Monthly Active Users (MAU) distribution across different payment categories in business intelligence dashboards.",no
hive.user_paytm_payments.upi_flow_wise_base_partitioned,ft_date,,"A date field used for time-based filtering and partitioning in UPI transaction flow analysis, enabling month-to-date and last-month-to-date comparisons for monthly active user calculations.",yes
hive.user_paytm_payments.upi_flow_wise_base_partitioned,lifecycle,,Represents the customer lifecycle stage classification used to segment monthly active users (MAU) for business performance analysis across different time periods.,no
hive.user_paytm_payments.upi_flow_wise_base_partitioned,payer_cust_id,varchar,"Customer identifier for the payer in UPI transactions, used to track unique Monthly Active Users (MAU) across different payment use cases and time periods for customer lifecycle analysis.",yes
hive.user_paytm_payments.upi_flow_wise_base_partitioned,use_case,,"Categorical field that classifies different payment use cases or transaction types within the UPI payment flow, used to segment and analyze Monthly Active Users (MAU) distribution across various payment scenarios.",no
hive.user_paytm_payments.upi_flow_wise_base_partitioned,users,,"This column represents the count of monthly active users (MAU) engaged in UPI payment activities, used to track and compare user engagement metrics between current month-to-date and last month-to-date periods across different payment use cases.",no
hive.cdo.fact_upi_customer_lifecycle_snapshot_v3,account_key,,"A composite identifier that uniquely combines customer ID, account details, and account type to create distinct account keys used for tracking user lifecycle and Monthly Active User (MAU) distribution analysis across different account combinations.",yes
hive.cdo.fact_upi_customer_lifecycle_snapshot_v3,account_type,,"A categorical field that classifies the type of account held by UPI customers, used to segment and analyze user engagement patterns across different account categories in monthly active user distribution reports.",no
hive.cdo.fact_upi_customer_lifecycle_snapshot_v3,accounts,,"Number of distinct active accounts held by each customer, calculated by counting unique account keys (combination of customer ID, account details, and account type). Used in customer lifecycle analysis to understand account ownership patterns and segment users for MAU distribution analysis.",no
hive.cdo.fact_upi_customer_lifecycle_snapshot_v3,comments,,"A text field containing additional notes or information about users, particularly used to identify dormant users who have relevant business context or special circumstances that warrant their inclusion in user lifecycle analysis.",no
hive.cdo.fact_upi_customer_lifecycle_snapshot_v3,created_on,,"A timestamp field that records when an account or record was created, used primarily for filtering accounts by creation date and determining user lifecycle stages in MAU analysis.",yes
hive.cdo.fact_upi_customer_lifecycle_snapshot_v3,detail_2,,A secondary identifier or handle type used to distinguish different account instances within the UPI customer lifecycle tracking system. This field is used in conjunction with customer_id and account_type to create unique account keys for MAU analysis and handle-wise user distribution reporting.,no
hive.cdo.fact_upi_customer_lifecycle_snapshot_v3,dl_last_updated,,"A timestamp column that indicates when each record was last updated in the data lake, used for filtering data within specific time windows and ensuring queries work with the most current data snapshots for UPI customer lifecycle analysis.",yes
hive.cdo.fact_upi_customer_lifecycle_snapshot_v3,dt,,"Date field representing when customer accounts were created, derived from the account creation timestamp and used for temporal analysis in customer lifecycle and Monthly Active Users (MAU) distribution reporting.",yes
hive.cdo.fact_upi_customer_lifecycle_snapshot_v3,handles,,"Represents user handles or customer identifiers in the UPI system, used to track and count users across different lifecycle stages and calculate metrics like Monthly Active Users (MAU) for bank account distribution analysis.",no
hive.cdo.fact_upi_customer_lifecycle_snapshot_v3,psp_id,,"Payment Service Provider identifier that categorizes users by their specific payment service provider, used for segmenting customer lifecycle and MAU analysis across different payment platforms.",yes
hive.cdo.fact_upi_customer_lifecycle_snapshot_v3,status,,"Status field indicating the current state of records in the customer lifecycle snapshot, used to filter for active accounts and classify user activity levels in MAU calculations and lifecycle analysis.",no
hive.cdo.fact_upi_customer_lifecycle_snapshot_v3,type,,"A categorical field that classifies UPI users into different lifecycle segments (such as fresh users, retained users, etc.) used for calculating user retention metrics and analyzing customer behavior patterns across different time periods.",no
hive.cdo.fact_upi_customer_lifecycle_snapshot_v3,use_case_lmtd,,"A metric tracking customer engagement in specific use cases over a limited time period (likely month-to-date), used to identify Monthly Active Users (MAU) and calculate active user percentages across different customer lifecycle stages.",no
hive.cdo.fact_upi_customer_lifecycle_snapshot_v3,use_case_mtd,,"A metric that tracks month-to-date use case activity for customers, used to identify Monthly Active Users (MAU) by filtering for values greater than 0 in customer lifecycle analysis and account distribution reporting.",no
hive.cdo.fact_upi_customer_lifecycle_snapshot_v3,user_id,,"Unique identifier for individual users in the UPI customer lifecycle system, used to track user activity, calculate Monthly Active Users (MAU), and analyze customer engagement across different lifecycle stages and payment handles.",yes
hive.tpap_pms.account_snapshot_v3,account_key,,"A composite identifier that uniquely identifies accounts by combining customer ID, account details, and account type in the format ""customer_id-detail_2-account_type"". This key is used for tracking account activity and analyzing Monthly Active Users (MAU) distribution across different account handles in the payment management system.",yes
hive.tpap_pms.account_snapshot_v3,account_type,varchar,"A categorical field that specifies the type of account (e.g., savings, current, wallet) held by users, used to distinguish between different account categories when analyzing user engagement and Monthly Active User metrics.",no
hive.tpap_pms.account_snapshot_v3,accounts,,"The accounts column contains the count of distinct accounts associated with each customer, derived by concatenating customer_id, detail_2, and account_type fields. This metric is used in MAU (Monthly Active Users) analysis to understand user engagement and account distribution patterns across different customer segments.",no
hive.tpap_pms.account_snapshot_v3,comments,,"A text field containing additional notes or contextual information about user accounts, particularly used to identify dormant users who should still be considered active for business analysis purposes.",no
hive.tpap_pms.account_snapshot_v3,created_on,timestamp(3),"Timestamp indicating when an account was created in the system, used to filter accounts by age and determine eligibility for Monthly Active User (MAU) calculations in business analytics.",yes
hive.tpap_pms.account_snapshot_v3,customer_id,,"Unique identifier for customers in the account snapshot table, used as a key for aggregating user metrics and measuring Monthly Active Users (MAU) across different account lifecycles and business segments.",yes
hive.tpap_pms.account_snapshot_v3,day_id,,"A date identifier column used for partitioning and time-based analysis of daily account snapshots, enabling tracking of account states and user metrics over time for MAU calculations and lifecycle analysis.",yes
hive.tpap_pms.account_snapshot_v3,detail_2,varchar,"A varchar field that serves as an account identifier or category code used to create unique account keys when combined with customer_id and account_type, primarily used for tracking Monthly Active Users (MAU) distribution across different account segments.",no
hive.tpap_pms.account_snapshot_v3,dl_last_updated,date,"A date field that tracks when the account snapshot record was last updated during the data loading process, used to filter out incomplete or stale records and ensure data quality in analytics queries.",yes
hive.tpap_pms.account_snapshot_v3,dt,,"The dt column represents the account creation date, derived from the created_on timestamp, and is used to track when accounts were established for MAU (Monthly Active Users) analysis and lifecycle reporting.",yes
hive.tpap_pms.account_snapshot_v3,final_category,,"Represents the final categorization or classification assigned to accounts, likely indicating the lifecycle stage or business category used for MAU (Monthly Active Users) distribution analysis and user segmentation.",no
hive.tpap_pms.account_snapshot_v3,ft_date,,"A date field representing the effective date or snapshot date for account data records, used for time-based analysis and filtering in monthly active user (MAU) reporting and account lifecycle tracking.",yes
hive.tpap_pms.account_snapshot_v3,handles,,"The handles column represents a categorical grouping or classification system used to segment user accounts for analytical purposes, particularly for analyzing Monthly Active User (MAU) distribution and user engagement patterns across different account categories.",no
hive.tpap_pms.account_snapshot_v3,id,bigint,"A unique identifier (bigint) that serves as a foreign key linking accounts to users, primarily used in MAU distribution analysis to aggregate user counts across different account lifecycle stages.",yes
hive.tpap_pms.account_snapshot_v3,lifecycle,,"Categorizes users or accounts based on their activity status or customer journey stage, used primarily for segmenting users in MAU analysis and engagement tracking, with dormant users as the default classification when no lifecycle stage is specified.",no
hive.tpap_pms.account_snapshot_v3,payer_cust_id,,"A customer identifier that links accounts to their associated payer or customer entity, used for aggregating account metrics at the customer level and calculating user engagement statistics like Monthly Active Users (MAU).",yes
hive.tpap_pms.account_snapshot_v3,psp_id,,"Payment Service Provider identifier that categorizes users by their associated PSP, used to filter and segment user populations for MAU analysis and business reporting across different payment service providers.",yes
hive.tpap_pms.account_snapshot_v3,status,varchar,"The status column indicates the current state of an account (e.g., 'ACTIVE', 'INACTIVE'), used to filter for active accounts in monthly active user calculations and account distribution reporting.",no
hive.tpap_pms.account_snapshot_v3,type,,"Categorizes the type of account or user entity, with 'PERSON' indicating individual user accounts as opposed to business or other entity types in the payment system.",no
hive.tpap_pms.account_snapshot_v3,use_case_lmtd,,"A monthly counter that tracks limited use case activity for users, used to determine Monthly Active Users (MAU) by filtering for values greater than 0. This metric helps identify active users within a given month for business analytics and user engagement reporting.",no
hive.tpap_pms.account_snapshot_v3,use_case_mtd,,"A month-to-date usage indicator that tracks whether an account has been actively used in the current month, with values greater than 0 identifying Monthly Active Users (MAU) for account lifecycle and engagement analysis.",no
hive.tpap_pms.account_snapshot_v3,user_id,bigint,Foreign key identifier that links each account record to its corresponding user in the user_snapshot_v3 table. This column is used to aggregate user counts and calculate metrics like Monthly Active Users (MAU) across different account lifecycles and types.,yes
hive.tpap_pms.account_snapshot_v3,users,,Contains user count values used for calculating Monthly Active Users (MAU) metrics and user distribution analysis. This numeric field is aggregated to measure user engagement levels and active user statistics across different handles and lifecycle stages.,no
hive.tpap_pms.user_snapshot_v3,account_key,,"A composite identifier that uniquely combines customer ID, account details, and account type (format: customer_id-detail_2-account_type), used for tracking and analyzing monthly active users across different account handles in the payment system.",yes
hive.tpap_pms.user_snapshot_v3,account_type,,"Categorizes the type of account held by users, used to create unique account identifiers and analyze user engagement patterns across different account classifications in the payment system.",no
hive.tpap_pms.user_snapshot_v3,accounts,,"The number of distinct active accounts owned by a customer, calculated by counting unique account keys (combination of customer ID, account details, and account type). This metric is used to analyze Monthly Active Users (MAU) distribution and customer engagement patterns across different payment handles.",no
hive.tpap_pms.user_snapshot_v3,comments,varchar,"A text field that stores additional information or notes about users, primarily used to identify dormant users who should still be included in business analysis and reporting metrics.",no
hive.tpap_pms.user_snapshot_v3,created_on,timestamp(3),"Records the timestamp when a user account was created in the system. This field is used for temporal filtering in user analytics, account lifecycle tracking, and MAU distribution analysis to determine when users first established their accounts.",yes
hive.tpap_pms.user_snapshot_v3,customer_id,varchar,"Unique identifier for customers in the system, used for user analytics including Monthly Active User (MAU) calculations and customer lifecycle tracking across different account types and business segments.",yes
hive.tpap_pms.user_snapshot_v3,day_id,,"A date identifier that represents the snapshot date for user data in the user snapshot table, used to track user metrics and lifecycle states over time for temporal analysis and reporting.",yes
hive.tpap_pms.user_snapshot_v3,detail_2,,"A secondary classification field used to further categorize accounts within account types, serving as part of the composite key for unique account identification in user activity and MAU analysis.",no
hive.tpap_pms.user_snapshot_v3,dl_last_updated,date,"A technical metadata column that stores the date when the record was last updated in the data processing pipeline, commonly used as a data quality filter to ensure only properly processed records are included in analysis.",yes
hive.tpap_pms.user_snapshot_v3,dt,,"Date column representing the account creation date, derived from the created_on timestamp and used for temporal analysis in user lifecycle and Monthly Active Users (MAU) distribution reporting.",yes
hive.tpap_pms.user_snapshot_v3,final_category,,"Represents the final user lifecycle category after processing, defaulting to 'Dormant' status when no specific lifecycle classification is available. Used primarily for MAU distribution analysis and user segmentation reporting across different user handles.",no
hive.tpap_pms.user_snapshot_v3,ft_date,,"A date field that represents the snapshot date for user data records, used for temporal analysis and filtering in Monthly Active Users (MAU) reporting and lifecycle distribution calculations.",yes
hive.tpap_pms.user_snapshot_v3,handles,,"A categorical dimension that segments users by handle type or category, primarily used for analyzing Monthly Active User (MAU) distribution and user engagement patterns across different business segments.",no
hive.tpap_pms.user_snapshot_v3,id,bigint,"Unique identifier for users in the system, used as a primary key to link user records with their associated accounts and calculate user count metrics including Monthly Active Users (MAU).",yes
hive.tpap_pms.user_snapshot_v3,lifecycle,,"Represents the user engagement lifecycle stage or status (e.g., active, dormant) used to categorize users based on their activity patterns and calculate monthly active user distributions across different engagement phases.",no
hive.tpap_pms.user_snapshot_v3,payer_cust_id,,"Unique identifier for payer customers in the payment system, used to track user accounts and calculate user activity metrics like Monthly Active Users (MAU) across different lifecycle stages.",yes
hive.tpap_pms.user_snapshot_v3,psp_id,bigint,"Payment Service Provider identifier that categorizes users by their associated PSP, used for filtering and segmenting user analytics such as Monthly Active User distributions across different payment providers.",yes
hive.tpap_pms.user_snapshot_v3,status,varchar,"Indicates the current operational state of a user account, with values like 'ACTIVE' for functioning users and 'DORMANT' for inactive users, used primarily for filtering active user populations in MAU calculations and user lifecycle analysis.",no
hive.tpap_pms.user_snapshot_v3,type,varchar,"Categorizes the type of user entity in the system, with 'PERSON' indicating individual human users as opposed to other entity types like organizations or system accounts. This field is used to filter user metrics and ensure accurate counting of actual person users in MAU and user distribution analysis.",no
hive.tpap_pms.user_snapshot_v3,use_case_lmtd,,"A metric column that tracks use case activity for the last month to date period, used to identify Monthly Active Users (MAU) by filtering for values greater than 0 in user engagement and lifecycle analysis.",no
hive.tpap_pms.user_snapshot_v3,use_case_mtd,,"A numeric indicator tracking user activity or engagement within the current month-to-date period, where values greater than 0 are used to identify Monthly Active Users (MAU) for business reporting and analytics.",no
hive.tpap_pms.user_snapshot_v3,user_id,,"Unique identifier for users in the system, used as a primary key to link user records with their associated accounts and enable user-level analytics such as Monthly Active User (MAU) calculations and user distribution analysis.",yes
hive.tpap_pms.user_snapshot_v3,users,,"A numeric count of users aggregated in the user snapshot, used to calculate total user counts and Monthly Active Users (MAU) for business analytics and user lifecycle distribution reporting.",no
hive.user_paytm_payments.upi_flow_wise_base,account_key,,"A composite unique identifier constructed by concatenating customer ID, account detail, and account type, used to track and analyze user distribution and monthly active users across different account segments in UPI payment flows.",yes
hive.user_paytm_payments.upi_flow_wise_base,account_type,,"Categorizes the type of UPI account (e.g., savings, current, wallet) used in payment flows, essential for segmenting user behavior and calculating Monthly Active User metrics across different account categories.",no
hive.user_paytm_payments.upi_flow_wise_base,accounts,,"The number of distinct active accounts associated with each customer, used to analyze user engagement and monthly active user (MAU) distribution across different UPI handles.",no
hive.user_paytm_payments.upi_flow_wise_base,comments,,"The comments column stores additional notes or information about user accounts, particularly used to identify dormant users who should still be included in active user analysis based on special circumstances or status details recorded in their comments.",no
hive.user_paytm_payments.upi_flow_wise_base,created_on,,"A timestamp field that records when user accounts were created, used for filtering active accounts and temporal analysis in user lifecycle and Monthly Active User (MAU) calculations.",yes
hive.user_paytm_payments.upi_flow_wise_base,detail_2,,"A secondary identifier field used to distinguish different account instances or variations within the account system, commonly used in combination with customer_id and account_type to create unique account keys for MAU and account distribution analysis.",no
hive.user_paytm_payments.upi_flow_wise_base,dl_last_updated,,"A timestamp column that tracks when each record was last updated during the data loading/ETL process, commonly used as a data quality filter to ensure only fully processed records are included in analyses.",yes
hive.user_paytm_payments.upi_flow_wise_base,dt,,"A date field representing the account creation date, derived from the created_on timestamp and used for temporal analysis in UPI payment flow tracking and monthly active user calculations.",yes
hive.user_paytm_payments.upi_flow_wise_base,handles,,A categorical field that represents different UPI handle types or user segments used to analyze and distribute Monthly Active Users (MAU) across various payment flow categories in the UPI system.,no
hive.user_paytm_payments.upi_flow_wise_base,psp_id,,"Payment Service Provider identifier that categorizes users by their associated payment service provider (PSP), used to segment and analyze Monthly Active Users distribution across different payment platforms.",yes
hive.user_paytm_payments.upi_flow_wise_base,status,varchar,"Represents the current operational status of user accounts in the payment system, with 'ACTIVE' indicating accounts that are currently functional and available for transactions, used primarily for filtering active users in MAU and engagement analytics.",no
hive.user_paytm_payments.upi_flow_wise_base,type,varchar,"A categorical field that classifies the type of user entity, with 'PERSON' indicating individual users as opposed to business or other entity types, used for filtering in user analytics and account distribution metrics.",no
hive.user_paytm_payments.upi_flow_wise_base,use_case_lmtd,,"A usage tracking column that indicates user activity within a limited time period, primarily used to identify Monthly Active Users (MAU) by filtering for values greater than 0 in UPI payment flow analysis.",no
hive.user_paytm_payments.upi_flow_wise_base,use_case_mtd,,"A month-to-date metric that tracks user activity or engagement, where values greater than 0 indicate active users for Monthly Active User (MAU) calculations in UPI payment flow analysis.",no
hive.user_paytm_payments.upi_flow_wise_base,user_id,,"Unique identifier for users in the UPI payment system, used to track individual user behavior, calculate Monthly Active Users (MAU), and perform user lifecycle analysis across different payment flows and account types.",yes
hive.user_paytm_payments.upi_flow_wise_base_cm,account_key,,"A composite identifier that uniquely identifies payment accounts by concatenating customer ID, account details, and account type, used for tracking Monthly Active Users distribution across different bank accounts in the UPI flow analytics.",yes
hive.user_paytm_payments.upi_flow_wise_base_cm,account_type,,"Categorizes the type of bank account (e.g., savings, current) used for creating unique account identifiers and analyzing Monthly Active User distribution across different account types in UPI payment flows.",no
hive.user_paytm_payments.upi_flow_wise_base_cm,accounts,,"Represents the number of distinct bank accounts linked to each customer, calculated by counting unique account keys (combination of customer ID, account detail, and account type). This metric is used for analyzing user engagement patterns and MAU distribution based on account ownership.",no
hive.user_paytm_payments.upi_flow_wise_base_cm,comments,,"The comments column stores additional notes or information about users, particularly used to identify dormant users who should still be included in analyses when comments are present, suggesting these contain relevant context about user account status or conditions.",no
hive.user_paytm_payments.upi_flow_wise_base_cm,created_on,,Timestamp indicating when a user account or UPI handle was first created in the system. This column is used for temporal filtering and cohort analysis in MAU calculations and user lifecycle tracking.,yes
hive.user_paytm_payments.upi_flow_wise_base_cm,detail_2,,"A bank account identifier or categorization field used to distinguish different accounts within the account snapshot, commonly used in conjunction with customer ID and account type to create unique account keys for user activity analysis.",no
hive.user_paytm_payments.upi_flow_wise_base_cm,dl_last_updated,date,"A data warehouse timestamp column that tracks when each record was last updated during the ETL data loading process, used to ensure data quality by filtering out stale or unprocessed records.",yes
hive.user_paytm_payments.upi_flow_wise_base_cm,dt,,"Date column representing the account creation date, extracted from the created_on timestamp and used for tracking user lifecycle and calculating monthly active users (MAU) in UPI payment flow analysis.",yes
hive.user_paytm_payments.upi_flow_wise_base_cm,handles,,"Represents the number of distinct accounts associated with each customer, calculated by counting unique account keys (combination of customer ID, account detail, and account type). This metric is used to analyze account distribution patterns and Monthly Active User segmentation across different account holdings.",no
hive.user_paytm_payments.upi_flow_wise_base_cm,psp_id,,"Identifier for the Payment Service Provider (PSP) associated with a user, used to filter and analyze user activity across different payment service providers in the Paytm payments ecosystem.",yes
hive.user_paytm_payments.upi_flow_wise_base_cm,status,varchar,"Indicates the current state of accounts in the UPI payment system, primarily used to filter for 'ACTIVE' accounts when calculating Monthly Active Users (MAU) and handle-wise user distributions.",no
hive.user_paytm_payments.upi_flow_wise_base_cm,type,varchar,"Categorizes the type of entity in the UPI payment system, with 'PERSON' indicating individual user accounts as opposed to business or institutional accounts, used for filtering personal users in MAU analysis.",no
hive.user_paytm_payments.upi_flow_wise_base_cm,use_case_lmtd,,"A usage metric that tracks user activity within a limited time period, used as a filter to identify Monthly Active Users (MAU) where values greater than 0 indicate active usage for MAU calculations and distribution analysis.",no
hive.user_paytm_payments.upi_flow_wise_base_cm,use_case_mtd,,"A month-to-date usage indicator that tracks user activity levels within the current month, where values greater than 0 identify Monthly Active Users (MAU) for UPI flow analysis and handle-wise distribution reporting.",no
hive.user_paytm_payments.upi_flow_wise_base_cm,user_id,,"Unique identifier for users in the UPI payment flow system, used to track individual customers across different payment handles and calculate user metrics like Monthly Active Users (MAU) and lifecycle distributions.",yes
hive.cdo.fact_upi_transactions_snapshot_v3,Amount,,Represents the monetary amount or value of individual UPI transactions in the fact table. This column is aggregated to calculate total transaction values alongside transaction counts and user metrics for business analytics and reporting.,no
hive.cdo.fact_upi_transactions_snapshot_v3,Dau,,"Daily Active Users (DAU) metric representing the count of unique users who performed UPI transactions on a given day, used for measuring daily user engagement and calculating transaction frequency metrics like TPU (Transactions Per User).",no
hive.cdo.fact_upi_transactions_snapshot_v3,Mau,,Monthly Active Users (MAU) metric used in UPI retention analysis to track and measure user engagement patterns over monthly periods. This column serves as the foundation for calculating user retention rates by identifying active UPI users within specific monthly timeframes.,no
hive.cdo.fact_upi_transactions_snapshot_v3,amount,double,"The monetary value of individual UPI transactions stored as a double precision number, used to calculate total transaction amounts and analyze payment volumes alongside user engagement metrics in business intelligence dashboards.",no
hive.cdo.fact_upi_transactions_snapshot_v3,category,varchar,"Categorizes UPI transactions by payment flow type (e.g., VPA2MERCHANT for merchant payments, VPA2VPA for peer-to-peer transfers, VPA2ACCOUNT for account transfers). This field is used to segment transaction analysis and user retention metrics by transaction category in UPI dashboards.",no
hive.cdo.fact_upi_transactions_snapshot_v3,cust_id,,Customer identifier used to track individual users in UPI transaction analysis and retention calculations. This field serves as the primary key for identifying payers in transaction records and is essential for measuring user engagement metrics across different lifecycle stages.,yes
hive.cdo.fact_upi_transactions_snapshot_v3,customer_id,,Unique identifier for the customer who initiated the UPI transaction as the payer. This column is primarily used for customer retention analysis and cohort tracking to measure user engagement patterns across monthly periods.,yes
hive.cdo.fact_upi_transactions_snapshot_v3,customer_id_payer,varchar,"Unique identifier for the customer who initiates or pays for a UPI transaction. This field is used to track payment activity and calculate customer-level metrics like transaction counts, amounts, and daily active users across different payment flows and geographic regions.",yes
